order_item_id,order_id,product_id,quantity,unit_price_at_purchase
233,105,530,4,1905.89
234,105,344,3,4211.01
235,106,236,4,3685.93
236,106,941,3,3595.58
237,106,1934,2,685.85
238,107,1698,5,2763.38
239,107,946,3,2790.2
240,108,219,3,3445.3
241,108,1614,1,4628.97
242,108,642,1,3835.02
243,109,1424,3,3150.8
244,110,33,1,618.65
245,110,473,2,4766.17
246,110,592,2,3577.8
247,110,443,3,4944.73
248,111,133,3,3307.58
249,112,1239,1,3172.16
250,112,1545,3,2804.73
251,113,1783,3,2181.97
252,114,1426,3,2840.77
253,115,1201,4,3873.97
254,115,51,2,2912.21
255,115,1278,1,4786.26
256,116,1125,2,339.79
257,117,485,4,2848.42
258,117,1760,3,4916.81
259,117,1794,3,4943.5
260,117,1548,1,1570.25
261,118,531,4,1161.66
262,119,1419,2,2348.86
263,120,1269,5,499.42
264,120,1605,3,4362.29
265,121,635,5,3721.96
266,122,789,2,1269.94
267,122,1761,2,4165.49
268,122,867,1,390.65
269,123,1174,1,1402.77
270,124,1235,3,1041.67
271,125,1851,1,1046.55
272,125,1662,5,2719.99
273,125,1826,3,64.33
274,125,1852,4,568.41
275,126,1786,4,1807.07
276,126,1050,3,105.34
277,127,286,5,4563.87
278,128,208,3,1246.29
279,128,1903,4,2934.47
280,128,526,1,1644.34
281,128,1173,5,3799.31
282,129,973,1,1490.81
283,129,147,1,2788.08
284,129,642,2,3835.02
285,129,1301,1,2420.08
286,130,818,5,1691.29
287,130,181,5,2553.82
288,131,752,4,1856.82
289,132,808,4,2854.34
290,132,1295,4,4824.7
291,132,414,2,85.75
292,133,1744,2,1466.33
293,133,353,2,2887.66
294,133,663,5,1192.72
295,134,41,3,4483.86
296,134,274,3,88.25
297,135,75,1,50.34
298,136,229,3,554.15
299,136,1478,1,3702.99
300,136,494,2,2644.3
301,137,410,1,4167.25
302,138,253,3,801.69
303,139,774,4,450.99
304,139,1520,5,3436.75
305,139,909,1,1895.6
306,140,1111,4,2376.45
307,141,1277,5,3223.63
308,141,165,5,3170.08
309,142,695,1,678.79
310,143,1864,3,4244.91
311,143,1287,5,3932.11
312,143,999,4,2945.34
313,144,1878,3,4003.14
314,144,307,2,315.91
315,145,1321,3,1145.46
316,146,556,3,1367.56
317,146,1548,1,1296.08
318,146,637,1,2746.11
319,146,1407,1,3721.74
320,147,1789,5,2544.6
321,148,1604,4,622.93
322,148,1875,3,889.15
323,149,836,5,3184.86
324,150,3,3,2657.76
325,150,97,4,704.13
326,151,1380,4,3721.35
327,151,1518,1,1171.72
328,151,560,5,3783.25
329,152,1247,4,3146.26
330,153,1351,4,2492.74
331,153,1677,1,828.77
332,154,975,3,2088.67
333,154,104,4,1673.81
334,154,534,5,124.86
335,155,212,3,691.62
336,155,1623,3,4345.73
337,156,858,2,4288.06
338,156,1662,2,3160.26
339,157,1861,2,501.6
340,157,416,1,2396.26
341,158,788,4,3906.47
342,158,265,2,410.67
343,159,1561,4,4175.17
344,159,808,5,2854.34
345,159,1838,5,504.85
346,160,1972,1,4088.97
347,161,1360,4,2827.12
348,161,1966,2,4882.44
349,162,1524,5,4529.6
350,163,334,1,3189.75
351,164,1216,1,3582.83
352,164,74,3,3695.82
353,164,123,4,2822.61
354,165,773,1,1551.94
355,165,386,3,4619.91
356,165,47,3,3859.05
357,166,1036,2,4112.89
358,166,1473,1,850.07
359,167,1968,4,148.36
360,167,1218,1,1559.38
361,167,621,2,784.63
362,167,324,5,377.72
363,168,792,3,839.44
364,168,1878,4,4003.14
365,168,1294,3,3397.16
366,168,144,5,3945.75
367,169,1919,4,2728.56
368,169,1346,2,979.59
369,169,6,2,518.13
370,170,424,5,850.16
371,170,1393,3,484.39
372,171,1206,1,1052.49
373,171,467,1,3451.65
374,171,244,2,3907.13
375,172,1815,2,3436.44
376,173,1796,4,4111.65
377,173,474,5,2019.11
378,173,743,3,2405.57
379,174,490,2,1530.29
380,175,1200,4,3109.39
381,175,1653,2,2729.95
382,176,338,2,99.68
383,176,1855,5,3510.07
384,177,1748,2,681.78
385,178,718,5,357.77
386,178,1459,2,2168.65
387,178,1711,1,3091.29
388,179,640,1,3707.44
389,179,745,4,2780.97
390,179,259,3,3788.75
391,180,1664,1,3428.69
392,180,1006,5,2255.44
393,181,722,2,3066.52
394,181,1293,2,1047.33
395,181,1313,2,4023.94
396,182,485,1,2848.42
397,182,451,1,3479.51
398,183,1109,5,482.64
399,183,1024,1,2013.75
400,183,1552,2,1703.09
401,184,1194,1,472.3
402,184,1426,3,2840.77
403,184,1133,3,2095.9
404,185,1873,2,1789.63
405,185,1643,2,2212.68
406,185,400,3,2808.68
407,186,172,4,4966.4
408,186,170,5,2609.26
409,186,1299,5,4280.63
410,187,1030,3,291.74
411,187,851,1,3486.75
412,188,1914,2,1697.11
413,188,1360,1,2417.34
414,189,1273,1,2490.93
415,190,183,1,2951.85
416,190,1755,2,1751.4
417,191,1200,4,2654.61
418,191,1305,1,1337.98
419,191,537,4,4518.79
420,191,444,2,4232.65
421,192,1784,5,1361.63
422,192,438,2,3390.29
423,193,1262,5,2853.57
424,193,1081,5,1664.25
425,193,981,2,307.26
426,194,1940,1,4375.64
427,194,1230,4,2346.14
428,195,779,3,86.06
429,195,295,2,2319.63
430,196,1014,3,2413.88
431,196,47,2,3859.05
432,197,1058,4,3366.31
433,197,190,5,845.16
434,197,287,3,3303.19
435,198,657,1,1698.74
436,199,761,3,1097.43
437,199,109,4,3983.16
438,199,1757,3,4010.7
439,199,1871,4,2643.42
440,200,839,4,142.95
441,200,1618,5,4119.68
442,201,1586,5,3954.89
443,201,1843,4,4261.48
444,201,310,4,3134.88
445,201,673,3,3206.77
446,202,1317,4,4464.53
447,202,1612,3,1478.67
448,202,1316,1,1416.17
449,202,687,4,343.32
450,203,1279,2,2423.46
451,203,1972,4,4088.97
452,203,1890,3,1462.22
453,204,1047,5,2250.05
454,204,1192,5,4478.16
455,205,957,4,4532.8
456,206,864,1,951.36
457,206,1345,1,3394.63
458,206,118,3,4427.3
459,206,436,1,3787.72
460,207,990,2,3669.71
461,207,1351,2,2360.84
462,207,206,2,3911.8
463,207,1127,3,903.31
464,208,1035,4,1827.28
465,208,534,3,124.86
466,209,1124,3,4882.27
467,210,796,3,4016.74
468,210,1308,5,3851.02
469,210,70,4,1704.87
470,210,292,2,941.43
471,211,698,4,4188.03
472,211,721,4,93.68
473,212,430,2,4669.64
474,212,1333,5,507.42
475,213,1813,1,1347.23
476,213,1194,5,472.3
477,213,75,2,50.34
478,213,1760,4,4916.81
479,214,853,4,4151.58
480,214,896,1,123.66
481,214,233,3,314.31
482,215,1825,5,720.4
483,215,98,3,2427.51
484,216,1316,3,1416.17
485,216,1774,4,827.58
486,216,239,1,3126.17
487,217,1000,3,1180.66
488,217,416,2,2396.26
489,218,1505,2,4216.31
490,219,389,5,825.04
491,220,1974,2,503.16
492,221,1560,3,1244.14
493,221,202,2,2925.48
494,221,561,2,2023.99
495,221,1368,2,2948.1
496,222,1747,4,4211.6
497,222,591,2,3510.59
498,222,809,1,3104.43
499,223,1591,2,2817.51
500,223,1430,5,1925.3
501,224,398,5,3681.87
502,224,854,3,3817.48
503,224,8,3,4283.46
504,224,1807,2,1458.05
505,225,372,5,1767.22
506,225,77,5,2924.08
507,225,1109,2,482.64
508,225,1892,5,3756.21
509,226,905,4,1278.01
510,226,269,5,1426.17
511,226,573,5,1933.49
512,227,1122,1,246.03
513,227,1801,3,4297.61
514,227,1205,3,4795.08
515,228,873,2,4733.69
516,229,1045,4,973.47
517,229,1659,5,479.37
518,229,883,1,777.84
519,229,785,1,3741.23
520,230,1397,4,1925.16
521,230,1963,4,656.2
522,230,1461,3,3052.71
523,230,601,4,4390.98
524,231,1362,3,3165.2
525,231,1226,4,3502.2
526,231,1856,3,1532.93
527,232,304,3,3797.38
528,232,995,4,3117.51
529,232,64,1,2594.71
530,232,888,4,129.22
531,233,553,3,1694.34
532,233,1681,3,1430.78
533,233,1661,1,4981.28
534,233,790,2,3064.33
535,234,804,4,3811.41
536,234,1364,3,1963.35
537,235,858,2,4288.06
538,235,1156,1,2717.56
539,235,967,4,3884.42
540,236,137,3,2258.91
541,236,1070,3,1545.21
542,236,1422,2,1186.05
543,237,1641,1,1853.09
544,238,1556,4,1714.96
545,238,1272,1,710.63
546,238,924,4,407.23
547,238,262,2,348.71
548,239,239,2,3126.17
549,239,1653,3,2729.95
550,239,1763,1,1928.96
551,239,1010,3,4593.25
552,240,1283,5,1258.75
553,240,1108,5,2593.33
554,240,379,1,323.37
555,241,1526,2,2734.98
556,241,713,1,3496.15
557,241,961,3,4383.36
558,242,748,2,1187.28
559,243,1921,3,78.32
560,243,1776,4,867.72
561,243,956,2,2814.27
562,244,145,1,4174.9
563,244,1717,4,4935.75
564,245,483,2,4283.24
565,246,762,3,2037.05
566,246,264,3,3080.46
567,246,1970,5,618.35
568,246,471,3,1914.7
569,247,155,2,4802.34
570,247,1913,5,2084.58
571,247,420,1,1589.26
572,248,615,3,4116.86
573,248,416,1,2396.26
574,248,1670,1,3775.41
575,248,395,5,2293.09
576,249,860,4,356.19
577,250,1739,2,4090.09
578,250,1327,2,975.37
579,251,1447,2,3969.25
580,251,1802,3,3728.81
581,252,1479,1,712.54
582,252,435,5,2114.92
583,253,726,4,1412.38
584,253,854,4,4215.33
585,253,1554,1,4999.52
586,254,1435,1,3765.92
587,254,1010,1,4593.25
588,254,1758,1,1627.94
589,255,574,5,1076.88
590,255,1706,1,3582.05
591,255,1630,4,1099.71
592,256,389,1,825.04
593,256,1735,5,4147.46
594,256,1811,1,355.4
595,257,1687,5,2636.89
596,257,816,4,1247.53
597,257,1689,4,4055.41
598,257,1378,3,2628.29
599,258,727,5,1040.97
600,258,1436,3,4303.05
601,258,657,1,1698.74
602,258,123,1,2822.61
603,259,133,1,3953.01
604,259,496,1,2342.32
605,259,834,2,4957.63
606,260,1728,4,2276.05
607,260,1502,1,1662.88
608,260,782,2,147.88
609,261,1097,1,542.09
610,261,1389,1,1904.68
611,261,1227,5,2840.98
612,262,1753,3,499.62
613,262,633,2,1499.21
614,263,178,3,4327.53
615,263,1088,3,1321.01
616,263,1364,1,1963.35
617,264,252,5,1843.4
618,264,1415,1,3433.14
619,264,614,2,1652.79
620,264,1172,5,4339.9
621,265,95,1,1165.46
622,265,240,2,431.39
623,265,558,4,132.2
624,266,1798,4,3519.52
625,267,890,1,1942.86
626,267,1345,3,3120.75
627,267,1126,2,444.36
628,267,1952,4,2454.26
629,268,1440,2,3589.68
630,268,592,2,2953.95
631,268,251,5,2748.09
632,268,404,3,2513.11
633,269,948,2,3588.3
634,269,792,1,839.44
635,270,1474,5,567.6
636,270,73,3,700.9
637,271,433,5,4118.38
638,271,341,5,4532.89
639,271,382,3,2952.32
640,272,1349,1,491.69
641,272,319,3,684.29
642,272,388,4,439.1
643,272,238,2,3156.13
644,273,1326,2,821.14
645,274,1236,3,3728.88
646,274,1682,3,1650.57
647,274,1544,3,2427.0
648,275,1685,4,4800.62
649,276,509,4,3670.29
650,277,1271,1,1820.81
651,277,1913,4,2084.58
652,277,169,1,1877.04
653,278,1596,2,3772.62
654,278,1836,2,675.74
655,278,1842,1,1223.39
656,278,359,1,4464.57
657,279,1206,1,1052.49
658,279,1819,1,118.88
659,280,1381,1,1933.35
660,280,1630,1,1099.71
661,280,1442,3,2295.41
662,281,453,2,4229.6
663,282,202,4,3151.14
664,282,540,2,580.05
665,283,875,3,593.63
666,283,106,5,833.52
667,283,1601,5,1249.57
668,283,828,4,4204.94
669,284,682,1,4710.39
670,285,105,3,1594.49
671,285,207,2,4001.73
672,286,499,5,3719.03
673,286,1780,2,1696.82
674,287,1808,4,3905.23
675,287,793,1,191.91
676,288,1734,1,2300.81
677,288,1372,3,913.24
678,288,557,4,2749.62
679,288,895,2,4280.38
680,289,1216,2,3884.97
681,289,78,5,525.53
682,290,978,3,1208.96
683,290,259,4,3161.25
684,291,1445,1,1133.09
685,291,923,1,1120.58
686,292,985,2,207.43
687,292,529,1,2017.88
688,293,1714,4,972.34
689,293,1747,1,4211.6
690,293,1281,2,3885.03
691,293,1351,4,2492.74
692,294,1134,4,1592.31
693,294,895,2,4280.38
694,294,222,5,4105.84
695,295,1287,3,3932.11
696,295,1971,5,3384.04
697,295,618,3,3436.62
698,296,319,2,684.29
699,296,1660,4,167.07
700,297,598,1,275.33
701,297,1182,3,3287.43
702,298,110,5,2349.49
703,298,1714,5,788.4
704,298,248,4,2859.5
705,298,1379,4,1823.96
706,299,1040,4,852.31
707,299,1608,3,2480.7
708,300,136,2,3496.33
709,300,1912,1,4048.79
710,300,1269,4,559.11
711,301,204,2,4051.48
712,301,152,1,2688.72
713,301,816,2,1247.53
714,301,750,3,2618.93
715,302,1378,3,2628.29
716,302,1311,5,4424.0
717,302,316,3,3860.59
718,303,9,5,916.9
719,304,17,4,4936.1
720,304,1718,3,4491.54
721,304,1924,1,2698.77
722,305,97,2,704.13
723,306,259,5,3324.5
724,306,1948,4,406.31
725,306,133,4,3953.01
726,306,1888,4,3227.44
727,307,312,1,1267.23
728,307,1537,3,3391.26
729,308,11,5,3907.36
730,308,1398,5,1360.3
731,309,1586,2,3954.89
732,309,1983,1,4107.76
733,310,1388,1,1427.84
734,310,433,4,4118.38
735,311,603,1,1040.81
736,311,1626,3,3411.47
737,311,1101,2,4136.01
738,311,1200,1,3109.39
739,312,1947,4,1787.64
740,313,1983,2,4107.76
741,313,1641,1,1853.09
742,314,24,2,4213.26
743,314,1810,2,1849.5
744,315,927,2,3677.85
745,316,871,3,4608.67
746,317,1826,1,57.69
747,317,1361,2,4344.01
748,317,295,5,2319.63
749,317,496,4,2342.32
750,318,226,3,1054.31
751,318,1084,3,2561.27
752,319,1271,3,1725.79
753,320,958,1,786.16
754,321,1120,3,3248.65
755,321,550,4,1903.24
756,322,1728,3,2701.66
757,322,913,5,15.13
758,322,589,1,67.26
759,322,905,1,1053.26
760,323,664,3,1180.71
761,323,1433,2,2525.06
762,324,1126,2,444.36
763,324,1848,5,727.07
764,324,118,2,4784.56
765,324,1827,2,1594.99
766,325,1853,4,4612.68
767,326,1394,1,1376.49
768,326,141,1,1474.45
769,327,691,3,1354.43
770,328,1993,5,4255.73
771,328,60,1,521.12
772,328,1092,1,166.85
773,329,1780,3,1696.82
774,329,307,2,315.91
775,329,1042,5,2796.15
776,329,1025,4,3996.37
777,330,884,5,2293.9
778,330,538,3,2135.71
779,331,618,4,2789.91
780,331,1470,1,2401.93
781,331,1448,5,3950.08
782,331,1090,5,3677.27
783,332,1594,4,2659.84
784,332,556,4,1287.97
785,332,762,4,2037.05
786,332,228,1,3049.62
787,333,1523,1,118.31
788,333,1009,4,3685.35
789,333,1904,1,23.78
790,333,91,1,1342.66
791,334,387,2,2453.3
792,334,1994,5,2740.8
793,334,894,2,421.43
794,335,8,4,4283.46
795,335,1810,2,1849.5
796,336,1351,3,2492.74
797,336,651,5,140.09
798,337,508,2,4409.24
799,337,1467,5,3014.82
800,337,606,4,4515.64
801,338,468,3,2222.15
802,338,1719,5,4207.69
803,339,904,5,4894.55
804,340,1821,2,4780.59
805,340,174,3,402.4
806,340,434,3,2688.44
807,340,1530,1,1438.4
808,341,1052,1,2566.48
809,342,443,1,4669.7
810,342,1684,3,2982.29
811,343,1032,1,1677.99
812,343,1642,2,2231.42
813,343,921,1,546.59
814,344,548,2,790.99
815,345,44,5,3787.46
816,345,726,4,1412.38
817,345,285,5,1573.73
818,345,1281,2,4697.79
819,346,1323,4,961.89
820,346,1041,4,2917.36
821,346,797,3,4573.17
822,347,1395,5,2500.5
823,347,710,4,3674.35
824,348,1791,4,952.04
825,348,1955,4,1704.13
826,349,1697,3,2034.38
827,350,835,5,824.78
828,351,437,4,4389.45
829,351,1721,4,3360.92
830,351,1454,3,869.09
831,352,1662,5,3160.26
832,352,1684,1,3589.34
833,352,1338,5,2432.88
834,353,1276,2,4393.78
835,353,1960,2,1687.21
836,354,541,3,1696.04
837,355,1227,4,2840.98
838,355,231,5,4228.4
839,356,656,4,3743.6
840,357,644,2,1244.88
841,357,1388,4,1427.84
842,358,1722,1,265.02
843,358,848,5,2754.39
844,358,1884,3,327.89
845,359,1038,3,3375.14
846,359,86,3,1324.32
847,359,803,1,4544.47
848,360,431,1,3294.77
849,360,323,3,3121.78
850,360,38,4,2982.0
851,361,1686,4,456.49
852,361,1245,2,85.12
853,361,675,5,711.86
854,361,131,1,3366.57
855,362,422,1,2988.68
856,362,1518,1,1171.72
857,362,180,1,838.46
858,362,1151,3,3712.56
859,363,1193,5,2049.44
860,363,1245,5,72.21
861,363,78,1,525.53
862,364,1972,2,4088.97
863,364,1305,2,1337.98
864,364,634,2,3390.51
865,365,1323,2,961.89
866,365,435,4,2114.92
867,365,1737,1,3354.21
868,365,1172,1,4339.9
869,366,1764,1,2524.19
870,367,1650,3,2182.84
871,367,654,2,74.1
872,367,1258,1,3972.09
873,367,1602,3,2669.18
874,368,818,1,1691.29
875,368,1158,4,3218.83
876,369,31,2,148.82
877,370,79,3,2248.46
878,371,1952,3,2157.58
879,371,581,4,4815.32
880,371,1734,5,2831.8
881,371,851,2,3486.75
882,372,1665,3,1975.67
883,372,937,3,1937.21
884,372,1511,3,3701.57
885,372,1924,3,2698.77
886,373,399,1,795.05
887,373,1599,1,782.08
888,373,331,5,205.88
889,374,43,4,1212.23
890,374,1719,3,3420.5
891,374,1194,4,472.3
892,374,402,2,4892.72
893,375,14,4,2641.22
894,375,186,5,4656.26
895,375,1165,3,56.96
896,376,806,4,110.32
897,376,30,3,2501.39
898,377,891,3,2534.47
899,378,27,1,3124.89
900,378,635,4,4443.09
901,378,544,4,4741.07
902,379,1050,5,89.97
903,379,497,2,572.94
904,379,297,3,1853.29
905,379,1401,4,3777.73
906,380,1434,4,1186.26
907,380,1429,4,4518.66
908,380,1461,2,3052.71
909,380,898,4,3603.64
910,381,629,4,3437.25
911,381,911,4,3202.05
912,382,1334,4,3114.64
913,383,1862,4,2644.09
914,384,1043,2,3453.96
915,384,201,1,102.3
916,385,56,4,3613.22
917,385,823,4,4892.28
918,385,377,3,2876.14
919,385,1458,4,1609.23
920,386,1514,3,2850.95
921,386,1497,1,271.31
922,386,650,1,2104.28
923,386,564,4,4607.16
924,387,1640,5,3228.09
925,388,958,5,786.16
926,388,428,1,4532.08
927,389,1454,5,785.32
928,389,1533,5,2308.28
929,389,1695,4,2157.72
930,390,611,1,3903.33
931,391,1495,2,2320.02
932,391,553,3,1791.0
933,391,1391,5,2097.4
934,391,363,5,2133.13
935,392,73,2,700.9
936,392,948,2,3588.3
937,393,1351,2,2208.11
938,393,699,1,3684.83
939,393,1197,1,3064.29
940,394,166,5,1708.66
941,394,212,3,803.2
942,395,1421,2,4859.69
943,395,1531,3,4387.4
944,395,1110,3,69.95
945,395,389,4,825.04
946,396,1996,2,1437.31
947,396,1957,3,680.58
948,396,1556,3,1976.36
949,396,819,4,2142.95
950,397,1368,5,2948.1
951,398,786,4,287.29
952,399,1595,5,1776.86
953,399,1266,4,435.95
954,399,1842,3,1223.39
955,400,835,3,824.78
956,401,72,3,946.6
957,401,367,4,1480.88
958,402,133,2,3953.01
959,402,1685,5,4800.62
960,403,177,2,2469.38
961,403,158,2,3068.08
962,403,1544,3,2753.26
963,404,982,2,294.46
964,405,489,3,938.89
965,405,1884,2,310.97
966,406,254,5,3914.95
967,407,1664,2,4192.17
968,407,1974,3,436.28
969,407,309,4,494.89
970,408,1590,5,3842.98
971,408,1734,3,2831.8
972,409,1683,2,4193.9
973,409,980,1,4389.83
974,409,718,4,437.22
975,410,845,5,4661.49
976,411,562,5,3206.23
977,412,896,2,123.66
978,413,1537,4,3391.26
979,413,744,2,2156.28
980,414,1064,2,799.78
981,414,585,2,4567.13
982,415,118,2,4187.27
983,416,1984,5,687.65
984,416,1101,2,3660.2
985,417,1370,2,1021.39
986,418,1745,1,524.94
987,418,1,3,19.64
988,418,903,5,2390.95
989,418,1550,3,3164.23
990,419,870,3,2586.71
991,419,1345,1,3394.63
992,419,341,5,4893.89
993,419,272,2,3498.52
994,420,1961,4,2267.48
995,420,1072,2,4913.65
996,420,564,4,4607.16
997,421,1839,2,3768.65
998,421,491,2,4756.43
999,422,1432,4,4624.51
1000,422,476,3,480.09
1001,422,1126,1,444.36
1002,423,681,1,2163.86
1003,423,1845,3,1385.2
1004,423,1958,5,3698.79
1005,423,1756,1,2179.25
1006,424,537,3,4518.79
1007,424,1590,2,3842.98
1008,425,1513,5,3316.04
1009,426,1460,4,3394.34
1010,427,1211,3,1515.88
1011,427,998,5,4107.24
1012,428,905,2,1079.09
1013,428,370,3,4704.13
1014,428,75,3,50.34
1015,429,704,5,4838.98
1016,430,590,4,2350.34
1017,430,53,4,4782.7
1018,431,1922,4,2750.44
1019,432,720,4,2189.31
1020,432,259,4,3788.75
1021,432,596,4,1231.48
1022,432,183,3,2440.94
1023,433,1970,5,618.35
1024,433,1724,3,2941.61
1025,433,815,4,2374.91
1026,433,1157,2,3021.97
1027,434,1468,1,2274.06
1028,434,1323,2,803.26
1029,434,1178,4,3058.33
1030,435,108,3,2445.01
1031,436,469,3,3409.35
1032,436,1855,2,3510.07
1033,436,1123,4,577.55
1034,437,422,4,3551.95
1035,437,993,2,29.01
1036,438,773,3,1551.94
1037,438,1271,1,1631.61
1038,438,450,1,420.78
1039,439,1513,1,3875.37
1040,439,1165,3,56.96
1041,440,1805,3,2631.43
1042,440,1063,5,3675.7
1043,440,288,5,4203.67
1044,441,237,3,1615.24
1045,441,1120,2,3248.65
1046,441,1257,1,3065.38
1047,441,632,1,2090.66
