product_id,sku,product_name,category,current_price,stock_qty
43,SKU-00043,Mock Product 43,Home & Garden,1212.23,573
44,SKU-00044,Mock Product 44,Toys,3787.46,686
45,SKU-00045,Mock Product 45,Electronics,3512.85,56
46,SKU-00046,Mock Product 46,Books,1485.51,67
47,SKU-00047,Mock Product 47,Electronics,3859.05,347
48,SKU-00048,Mock Product 48,Electronics,2706.15,285
49,SKU-00049,Mock Product 49,Books,3024.27,174
50,SKU-00050,Mock Product 50,Toys,2406.36,476
51,SKU-00051,Mock Product 51,Electronics,2912.21,971
52,SKU-00052,Mock Product 52,Electronics,4478.08,871
53,SKU-00053,Mock Product 53,Toys,4782.7,312
54,SKU-00054,Mock Product 54,Electronics,268.33,884
55,SKU-00055,Mock Product 55,Sports,477.57,502
56,SKU-00056,Mock Product 56,Sports,3613.22,492
57,SKU-00057,Mock Product 57,Electronics,4705.04,431
58,SKU-00058,Mock Product 58,Electronics,4880.59,805
59,SKU-00059,Mock Product 59,Sports,3151.73,669
60,SKU-00060,Mock Product 60,Groceries,521.12,495
61,SKU-00061,Mock Product 61,Books,3122.29,619
62,SKU-00062,Mock Product 62,Books,3329.9,597
63,SKU-00063,Mock Product 63,Sports,908.21,912
64,SKU-00064,Mock Product 64,Groceries,2594.71,144
65,SKU-00065,Mock Product 65,Toys,2718.42,688
66,SKU-00066,Mock Product 66,Sports,461.64,401
67,SKU-00067,Mock Product 67,Home & Garden,4645.47,273
68,SKU-00068,Mock Product 68,Electronics,395.92,47
69,SKU-00069,Mock Product 69,Electronics,814.84,267
70,SKU-00070,Mock Product 70,Sports,1704.87,150
71,SKU-00071,Mock Product 71,Groceries,4701.99,390
72,SKU-00072,Mock Product 72,Toys,946.6,15
73,SKU-00073,Mock Product 73,Clothing,700.9,686
74,SKU-00074,Mock Product 74,Clothing,3695.82,125
75,SKU-00075,Mock Product 75,Groceries,50.34,133
76,SKU-00076,Mock Product 76,Books,688.1,565
77,SKU-00077,Mock Product 77,Toys,2924.08,110
78,SKU-00078,Mock Product 78,Sports,525.53,408
79,SKU-00079,Mock Product 79,Clothing,2248.46,203
80,SKU-00080,Mock Product 80,Clothing,3663.41,450
81,SKU-00081,Mock Product 81,Home & Garden,4873.64,833
82,SKU-00082,Mock Product 82,Electronics,4492.0,924
83,SKU-00083,Mock Product 83,Home & Garden,1742.41,871
84,SKU-00084,Mock Product 84,Toys,182.72,73
85,SKU-00085,Mock Product 85,Clothing,1381.91,601
86,SKU-00086,Mock Product 86,Home & Garden,1479.15,975
87,SKU-00087,Mock Product 87,Clothing,2762.02,667
88,SKU-00088,Mock Product 88,Home & Garden,903.79,675
89,SKU-00089,Mock Product 89,Clothing,65.93,922
90,SKU-00090,Mock Product 90,Sports,4686.08,314
91,SKU-00091,Mock Product 91,Electronics,1342.66,656
92,SKU-00092,Mock Product 92,Clothing,4458.7,83
93,SKU-00093,Mock Product 93,Clothing,683.08,832
94,SKU-00094,Mock Product 94,Sports,4398.2,900
95,SKU-00095,Mock Product 95,Toys,1165.46,176
96,SKU-00096,Mock Product 96,Home & Garden,4674.1,252
97,SKU-00097,Mock Product 97,Home & Garden,704.13,760
98,SKU-00098,Mock Product 98,Books,2836.46,524
99,SKU-00099,Mock Product 99,Home & Garden,3376.61,715
100,SKU-00100,Mock Product 100,Electronics,4670.26,767
101,SKU-00101,Mock Product 101,Books,4125.78,509
102,SKU-00102,Mock Product 102,Home & Garden,4320.41,861
103,SKU-00103,Mock Product 103,Sports,4739.24,935
104,SKU-00104,Mock Product 104,Sports,1673.81,276
105,SKU-00105,Mock Product 105,Electronics,1594.49,845
106,SKU-00106,Mock Product 106,Groceries,833.52,726
107,SKU-00107,Mock Product 107,Groceries,3963.87,1000
108,SKU-00108,Mock Product 108,Toys,2841.42,921
109,SKU-00109,Mock Product 109,Books,4850.53,534
110,SKU-00110,Mock Product 110,Toys,2349.49,134
111,SKU-00111,Mock Product 111,Sports,1765.05,259
112,SKU-00112,Mock Product 112,Sports,373.87,904
113,SKU-00113,Mock Product 113,Books,1021.83,93
114,SKU-00114,Mock Product 114,Books,3138.55,606
115,SKU-00115,Mock Product 115,Sports,4104.14,883
116,SKU-00116,Mock Product 116,Books,1301.79,813
117,SKU-00117,Mock Product 117,Electronics,2741.14,323
118,SKU-00118,Mock Product 118,Toys,4784.56,324
119,SKU-00119,Mock Product 119,Clothing,3308.25,354
120,SKU-00120,Mock Product 120,Home & Garden,474.18,296
121,SKU-00121,Mock Product 121,Toys,926.94,659
122,SKU-00122,Mock Product 122,Clothing,349.5,440
123,SKU-00123,Mock Product 123,Clothing,2822.61,8
124,SKU-00124,Mock Product 124,Home & Garden,1903.14,309
125,SKU-00125,Mock Product 125,Electronics,1485.79,844
126,SKU-00126,Mock Product 126,Clothing,2072.3,389
127,SKU-00127,Mock Product 127,Groceries,4711.87,477
128,SKU-00128,Mock Product 128,Sports,4912.65,642
129,SKU-00129,Mock Product 129,Groceries,4668.8,729
130,SKU-00130,Mock Product 130,Groceries,73.51,772
131,SKU-00131,Mock Product 131,Sports,3366.57,85
132,SKU-00132,Mock Product 132,Sports,1956.5,53
133,SKU-00133,Mock Product 133,Books,3953.01,179
134,SKU-00134,Mock Product 134,Groceries,1940.05,232
135,SKU-00135,Mock Product 135,Electronics,4248.92,439
136,SKU-00136,Mock Product 136,Clothing,3496.33,164
137,SKU-00137,Mock Product 137,Groceries,2258.91,136
138,SKU-00138,Mock Product 138,Toys,2467.22,681
139,SKU-00139,Mock Product 139,Clothing,4993.88,791
140,SKU-00140,Mock Product 140,Sports,4472.12,12
141,SKU-00141,Mock Product 141,Books,1474.45,869
142,SKU-00142,Mock Product 142,Books,3966.55,253
143,SKU-00143,Mock Product 143,Sports,2926.5,420
144,SKU-00144,Mock Product 144,Home & Garden,3945.75,775
145,SKU-00145,Mock Product 145,Books,4174.9,15
146,SKU-00146,Mock Product 146,Home & Garden,2306.98,230
147,SKU-00147,Mock Product 147,Clothing,2788.08,885
148,SKU-00148,Mock Product 148,Toys,3104.71,645
149,SKU-00149,Mock Product 149,Groceries,708.87,741
150,SKU-00150,Mock Product 150,Groceries,4729.13,679
151,SKU-00151,Mock Product 151,Books,4997.17,790
152,SKU-00152,Mock Product 152,Groceries,2688.72,270
153,SKU-00153,Mock Product 153,Home & Garden,3801.02,995
154,SKU-00154,Mock Product 154,Toys,696.76,351
155,SKU-00155,Mock Product 155,Groceries,4802.34,686
156,SKU-00156,Mock Product 156,Toys,114.68,817
157,SKU-00157,Mock Product 157,Books,4489.54,41
158,SKU-00158,Mock Product 158,Groceries,3068.08,828
159,SKU-00159,Mock Product 159,Books,1222.68,502
160,SKU-00160,Mock Product 160,Groceries,4272.53,796
161,SKU-00161,Mock Product 161,Clothing,55.99,658
162,SKU-00162,Mock Product 162,Home & Garden,980.62,159
163,SKU-00163,Mock Product 163,Books,3241.38,156
164,SKU-00164,Mock Product 164,Toys,3555.06,778
165,SKU-00165,Mock Product 165,Sports,3913.37,536
166,SKU-00166,Mock Product 166,Books,2028.89,841
167,SKU-00167,Mock Product 167,Toys,2818.25,107
168,SKU-00168,Mock Product 168,Groceries,3008.4,805
169,SKU-00169,Mock Product 169,Clothing,1877.04,487
170,SKU-00170,Mock Product 170,Home & Garden,2609.26,630
171,SKU-00171,Mock Product 171,Groceries,2190.87,126
172,SKU-00172,Mock Product 172,Electronics,4966.4,986
173,SKU-00173,Mock Product 173,Electronics,3873.68,343
174,SKU-00174,Mock Product 174,Home & Garden,402.4,136
175,SKU-00175,Mock Product 175,Home & Garden,4971.35,915
176,SKU-00176,Mock Product 176,Groceries,4490.57,537
177,SKU-00177,Mock Product 177,Sports,2469.38,722
178,SKU-00178,Mock Product 178,Sports,4327.53,14
179,SKU-00179,Mock Product 179,Toys,3052.29,544
180,SKU-00180,Mock Product 180,Groceries,993.26,632
181,SKU-00181,Mock Product 181,Home & Garden,2553.82,340
182,SKU-00182,Mock Product 182,Clothing,1313.45,936
183,SKU-00183,Mock Product 183,Home & Garden,2951.85,619
184,SKU-00184,Mock Product 184,Home & Garden,1497.19,884
185,SKU-00185,Mock Product 185,Electronics,1050.24,865
186,SKU-00186,Mock Product 186,Groceries,4656.26,593
187,SKU-00187,Mock Product 187,Groceries,4624.37,880
188,SKU-00188,Mock Product 188,Electronics,1686.73,259
189,SKU-00189,Mock Product 189,Books,2961.0,551
190,SKU-00190,Mock Product 190,Books,845.16,473
191,SKU-00191,Mock Product 191,Books,4047.09,18
192,SKU-00192,Mock Product 192,Sports,4658.31,15
193,SKU-00193,Mock Product 193,Groceries,4643.63,619
194,SKU-00194,Mock Product 194,Toys,85.23,652
195,SKU-00195,Mock Product 195,Toys,1260.96,365
196,SKU-00196,Mock Product 196,Toys,1975.92,146
197,SKU-00197,Mock Product 197,Clothing,124.38,572
198,SKU-00198,Mock Product 198,Books,1266.5,951
199,SKU-00199,Mock Product 199,Sports,252.39,676
200,SKU-00200,Mock Product 200,Groceries,1216.73,668
201,SKU-00201,Mock Product 201,Sports,102.3,8
202,SKU-00202,Mock Product 202,Books,3151.14,679
203,SKU-00203,Mock Product 203,Home & Garden,3599.53,915
204,SKU-00204,Mock Product 204,Toys,4051.48,900
205,SKU-00205,Mock Product 205,Electronics,4043.35,652
206,SKU-00206,Mock Product 206,Books,4141.44,702
207,SKU-00207,Mock Product 207,Toys,4395.79,319
208,SKU-00208,Mock Product 208,Sports,1246.29,430
209,SKU-00209,Mock Product 209,Home & Garden,3655.89,5
210,SKU-00210,Mock Product 210,Books,1176.68,474
211,SKU-00211,Mock Product 211,Groceries,2753.06,809
212,SKU-00212,Mock Product 212,Groceries,803.2,241
213,SKU-00213,Mock Product 213,Sports,161.25,192
214,SKU-00214,Mock Product 214,Electronics,3316.61,602
215,SKU-00215,Mock Product 215,Books,1855.51,699
216,SKU-00216,Mock Product 216,Groceries,1658.13,618
217,SKU-00217,Mock Product 217,Toys,657.68,894
218,SKU-00218,Mock Product 218,Home & Garden,4703.1,231
219,SKU-00219,Mock Product 219,Home & Garden,3445.3,298
220,SKU-00220,Mock Product 220,Groceries,1408.94,156
221,SKU-00221,Mock Product 221,Clothing,1054.07,815
222,SKU-00222,Mock Product 222,Sports,4379.2,415
223,SKU-00223,Mock Product 223,Groceries,1865.59,188
224,SKU-00224,Mock Product 224,Clothing,869.06,824
225,SKU-00225,Mock Product 225,Groceries,1331.62,462
226,SKU-00226,Mock Product 226,Home & Garden,1054.31,926
227,SKU-00227,Mock Product 227,Clothing,3165.38,635
228,SKU-00228,Mock Product 228,Sports,3049.62,472
229,SKU-00229,Mock Product 229,Groceries,554.15,295
230,SKU-00230,Mock Product 230,Groceries,1092.51,832
231,SKU-00231,Mock Product 231,Books,4228.4,475
232,SKU-00232,Mock Product 232,Home & Garden,3846.85,389
233,SKU-00233,Mock Product 233,Groceries,314.31,622
234,SKU-00234,Mock Product 234,Groceries,938.67,13
235,SKU-00235,Mock Product 235,Home & Garden,217.55,0
236,SKU-00236,Mock Product 236,Electronics,3685.93,133
237,SKU-00237,Mock Product 237,Home & Garden,1615.24,723
238,SKU-00238,Mock Product 238,Sports,3156.13,320
239,SKU-00239,Mock Product 239,Clothing,3126.17,640
240,SKU-00240,Mock Product 240,Home & Garden,431.39,306
241,SKU-00241,Mock Product 241,Books,3425.75,628
242,SKU-00242,Mock Product 242,Groceries,2164.87,468
243,SKU-00243,Mock Product 243,Electronics,2564.96,608
244,SKU-00244,Mock Product 244,Books,3907.13,528
245,SKU-00245,Mock Product 245,Electronics,4956.68,170
246,SKU-00246,Mock Product 246,Home & Garden,1278.44,117
247,SKU-00247,Mock Product 247,Toys,3024.59,365
248,SKU-00248,Mock Product 248,Electronics,2859.5,933
249,SKU-00249,Mock Product 249,Home & Garden,3887.05,133
250,SKU-00250,Mock Product 250,Toys,449.92,510
251,SKU-00251,Mock Product 251,Books,2748.09,145
252,SKU-00252,Mock Product 252,Clothing,1843.4,257
253,SKU-00253,Mock Product 253,Clothing,801.69,760
254,SKU-00254,Mock Product 254,Sports,3914.95,917
255,SKU-00255,Mock Product 255,Groceries,488.71,943
256,SKU-00256,Mock Product 256,Electronics,1529.79,951
257,SKU-00257,Mock Product 257,Sports,454.34,744
258,SKU-00258,Mock Product 258,Clothing,4301.51,997
259,SKU-00259,Mock Product 259,Clothing,3788.75,979
260,SKU-00260,Mock Product 260,Home & Garden,60.74,937
261,SKU-00261,Mock Product 261,Electronics,3561.67,763
262,SKU-00262,Mock Product 262,Home & Garden,348.71,394
263,SKU-00263,Mock Product 263,Books,4797.79,323
264,SKU-00264,Mock Product 264,Sports,3080.46,701
265,SKU-00265,Mock Product 265,Clothing,410.67,147
266,SKU-00266,Mock Product 266,Sports,965.9,550
267,SKU-00267,Mock Product 267,Toys,1827.23,949
268,SKU-00268,Mock Product 268,Home & Garden,4622.54,866
269,SKU-00269,Mock Product 269,Toys,1426.17,87
270,SKU-00270,Mock Product 270,Clothing,3023.26,487
271,SKU-00271,Mock Product 271,Electronics,4144.82,239
272,SKU-00272,Mock Product 272,Sports,3498.52,720
273,SKU-00273,Mock Product 273,Toys,2698.03,855
274,SKU-00274,Mock Product 274,Sports,88.25,614
275,SKU-00275,Mock Product 275,Books,3000.32,355
276,SKU-00276,Mock Product 276,Toys,1435.35,829
277,SKU-00277,Mock Product 277,Books,2853.84,254
278,SKU-00278,Mock Product 278,Sports,2545.14,304
279,SKU-00279,Mock Product 279,Sports,2332.77,264
280,SKU-00280,Mock Product 280,Home & Garden,1957.71,841
281,SKU-00281,Mock Product 281,Clothing,4959.48,153
282,SKU-00282,Mock Product 282,Clothing,614.76,818
283,SKU-00283,Mock Product 283,Home & Garden,3371.58,319
284,SKU-00284,Mock Product 284,Toys,434.25,555
285,SKU-00285,Mock Product 285,Toys,1882.5,773
286,SKU-00286,Mock Product 286,Books,4563.87,887
287,SKU-00287,Mock Product 287,Sports,3303.19,521
288,SKU-00288,Mock Product 288,Books,4203.67,465
289,SKU-00289,Mock Product 289,Home & Garden,2450.56,679
290,SKU-00290,Mock Product 290,Sports,2858.24,699
291,SKU-00291,Mock Product 291,Toys,4479.15,307
292,SKU-00292,Mock Product 292,Electronics,941.43,709
293,SKU-00293,Mock Product 293,Electronics,3047.2,734
294,SKU-00294,Mock Product 294,Electronics,4193.11,369
295,SKU-00295,Mock Product 295,Electronics,2319.63,741
296,SKU-00296,Mock Product 296,Groceries,2266.44,303
297,SKU-00297,Mock Product 297,Home & Garden,1853.29,248
298,SKU-00298,Mock Product 298,Electronics,3203.67,476
299,SKU-00299,Mock Product 299,Home & Garden,2422.18,486
300,SKU-00300,Mock Product 300,Toys,2393.53,81
301,SKU-00301,Mock Product 301,Toys,1012.97,979
302,SKU-00302,Mock Product 302,Sports,40.83,400
303,SKU-00303,Mock Product 303,Groceries,3528.76,420
304,SKU-00304,Mock Product 304,Books,4475.38,854
305,SKU-00305,Mock Product 305,Books,1143.82,502
306,SKU-00306,Mock Product 306,Clothing,2895.92,418
307,SKU-00307,Mock Product 307,Home & Garden,315.91,673
308,SKU-00308,Mock Product 308,Groceries,4227.04,114
309,SKU-00309,Mock Product 309,Home & Garden,494.89,577
310,SKU-00310,Mock Product 310,Toys,3134.88,849
311,SKU-00311,Mock Product 311,Groceries,4257.7,694
312,SKU-00312,Mock Product 312,Home & Garden,1267.23,182
313,SKU-00313,Mock Product 313,Sports,474.04,975
314,SKU-00314,Mock Product 314,Books,2232.66,549
315,SKU-00315,Mock Product 315,Sports,1223.18,771
316,SKU-00316,Mock Product 316,Books,4165.3,116
317,SKU-00317,Mock Product 317,Groceries,2700.01,391
318,SKU-00318,Mock Product 318,Books,4231.08,535
319,SKU-00319,Mock Product 319,Groceries,684.29,196
320,SKU-00320,Mock Product 320,Sports,2079.78,752
321,SKU-00321,Mock Product 321,Clothing,3268.68,617
322,SKU-00322,Mock Product 322,Home & Garden,1128.18,430
323,SKU-00323,Mock Product 323,Sports,3121.78,184
324,SKU-00324,Mock Product 324,Electronics,377.72,256
325,SKU-00325,Mock Product 325,Groceries,778.82,740
326,SKU-00326,Mock Product 326,Toys,2119.6,412
327,SKU-00327,Mock Product 327,Books,1236.95,295
328,SKU-00328,Mock Product 328,Toys,4328.97,390
329,SKU-00329,Mock Product 329,Sports,4348.31,271
330,SKU-00330,Mock Product 330,Electronics,4858.01,148
331,SKU-00331,Mock Product 331,Clothing,205.88,696
332,SKU-00332,Mock Product 332,Books,4663.2,285
333,SKU-00333,Mock Product 333,Electronics,4209.31,260
334,SKU-00334,Mock Product 334,Home & Garden,3189.75,225
335,SKU-00335,Mock Product 335,Clothing,3956.9,566
336,SKU-00336,Mock Product 336,Books,2584.15,326
337,SKU-00337,Mock Product 337,Clothing,889.63,575
338,SKU-00338,Mock Product 338,Electronics,99.68,995
339,SKU-00339,Mock Product 339,Groceries,2744.38,729
340,SKU-00340,Mock Product 340,Electronics,3028.53,377
341,SKU-00341,Mock Product 341,Books,4893.89,746
342,SKU-00342,Mock Product 342,Clothing,4327.25,540
343,SKU-00343,Mock Product 343,Toys,1428.48,565
344,SKU-00344,Mock Product 344,Books,4211.01,570
345,SKU-00345,Mock Product 345,Books,4476.61,189
346,SKU-00346,Mock Product 346,Groceries,1901.86,173
347,SKU-00347,Mock Product 347,Sports,4172.85,45
348,SKU-00348,Mock Product 348,Toys,4740.53,995
349,SKU-00349,Mock Product 349,Home & Garden,3568.37,0
350,SKU-00350,Mock Product 350,Books,1260.04,194
351,SKU-00351,Mock Product 351,Books,781.08,479
352,SKU-00352,Mock Product 352,Toys,499.9,924
353,SKU-00353,Mock Product 353,Groceries,3480.85,352
354,SKU-00354,Mock Product 354,Clothing,1420.94,250
355,SKU-00355,Mock Product 355,Home & Garden,578.16,130
356,SKU-00356,Mock Product 356,Home & Garden,4465.31,562
357,SKU-00357,Mock Product 357,Clothing,1811.46,242
358,SKU-00358,Mock Product 358,Sports,1233.98,187
359,SKU-00359,Mock Product 359,Books,4464.57,673
360,SKU-00360,Mock Product 360,Electronics,3919.53,220
361,SKU-00361,Mock Product 361,Groceries,102.54,155
362,SKU-00362,Mock Product 362,Toys,2646.06,408
363,SKU-00363,Mock Product 363,Electronics,2133.13,202
364,SKU-00364,Mock Product 364,Toys,4850.74,244
365,SKU-00365,Mock Product 365,Home & Garden,3968.22,504
366,SKU-00366,Mock Product 366,Sports,2367.54,439
367,SKU-00367,Mock Product 367,Home & Garden,1480.88,630
368,SKU-00368,Mock Product 368,Home & Garden,3600.59,363
369,SKU-00369,Mock Product 369,Books,4023.43,947
370,SKU-00370,Mock Product 370,Books,4704.13,353
371,SKU-00371,Mock Product 371,Groceries,1990.52,72
372,SKU-00372,Mock Product 372,Groceries,1767.22,317
373,SKU-00373,Mock Product 373,Clothing,4531.36,654
374,SKU-00374,Mock Product 374,Sports,981.38,747
375,SKU-00375,Mock Product 375,Sports,1464.53,762
376,SKU-00376,Mock Product 376,Sports,1550.37,543
377,SKU-00377,Mock Product 377,Toys,2876.14,568
378,SKU-00378,Mock Product 378,Clothing,1121.15,581
379,SKU-00379,Mock Product 379,Electronics,323.37,9
380,SKU-00380,Mock Product 380,Electronics,3941.12,79
381,SKU-00381,Mock Product 381,Home & Garden,3972.54,711
382,SKU-00382,Mock Product 382,Home & Garden,2952.32,46
383,SKU-00383,Mock Product 383,Sports,1839.51,149
384,SKU-00384,Mock Product 384,Groceries,2813.82,359
385,SKU-00385,Mock Product 385,Sports,4309.91,605
386,SKU-00386,Mock Product 386,Electronics,4619.91,875
387,SKU-00387,Mock Product 387,Toys,2453.3,242
388,SKU-00388,Mock Product 388,Sports,475.38,753
389,SKU-00389,Mock Product 389,Books,825.04,227
390,SKU-00390,Mock Product 390,Clothing,734.47,224
391,SKU-00391,Mock Product 391,Groceries,545.65,465
392,SKU-00392,Mock Product 392,Books,4147.29,698
393,SKU-00393,Mock Product 393,Electronics,3676.91,283
394,SKU-00394,Mock Product 394,Home & Garden,2677.79,268
395,SKU-00395,Mock Product 395,Toys,2293.09,417
396,SKU-00396,Mock Product 396,Electronics,2432.47,462
397,SKU-00397,Mock Product 397,Toys,4722.85,188
398,SKU-00398,Mock Product 398,Books,3681.87,325
399,SKU-00399,Mock Product 399,Home & Garden,935.5,53
400,SKU-00400,Mock Product 400,Home & Garden,2808.68,505
401,SKU-00401,Mock Product 401,Books,1294.78,4
402,SKU-00402,Mock Product 402,Groceries,4892.72,790
403,SKU-00403,Mock Product 403,Toys,480.08,869
404,SKU-00404,Mock Product 404,Books,2513.11,748
405,SKU-00405,Mock Product 405,Sports,2282.13,367
406,SKU-00406,Mock Product 406,Books,1153.0,855
407,SKU-00407,Mock Product 407,Clothing,2291.87,549
408,SKU-00408,Mock Product 408,Home & Garden,4940.48,624
409,SKU-00409,Mock Product 409,Clothing,284.25,458
410,SKU-00410,Mock Product 410,Clothing,4167.25,913
411,SKU-00411,Mock Product 411,Toys,4984.22,549
412,SKU-00412,Mock Product 412,Clothing,3557.28,471
413,SKU-00413,Mock Product 413,Groceries,4118.78,835
414,SKU-00414,Mock Product 414,Home & Garden,85.75,345
415,SKU-00415,Mock Product 415,Electronics,273.97,481
416,SKU-00416,Mock Product 416,Groceries,2396.26,802
417,SKU-00417,Mock Product 417,Toys,622.91,687
418,SKU-00418,Mock Product 418,Clothing,4483.51,869
419,SKU-00419,Mock Product 419,Sports,4536.4,740
420,SKU-00420,Mock Product 420,Groceries,1799.73,37
421,SKU-00421,Mock Product 421,Books,4612.91,366
422,SKU-00422,Mock Product 422,Home & Garden,3551.95,785
423,SKU-00423,Mock Product 423,Sports,1441.03,753
424,SKU-00424,Mock Product 424,Clothing,850.16,559
425,SKU-00425,Mock Product 425,Home & Garden,3713.27,365
426,SKU-00426,Mock Product 426,Books,1966.25,435
427,SKU-00427,Mock Product 427,Toys,536.06,218
428,SKU-00428,Mock Product 428,Sports,4532.08,691
429,SKU-00429,Mock Product 429,Groceries,4839.22,327
430,SKU-00430,Mock Product 430,Groceries,4669.64,257
431,SKU-00431,Mock Product 431,Groceries,3294.77,750
432,SKU-00432,Mock Product 432,Electronics,4230.98,836
433,SKU-00433,Mock Product 433,Toys,4118.38,45
434,SKU-00434,Mock Product 434,Toys,2688.44,817
435,SKU-00435,Mock Product 435,Home & Garden,2114.92,443
436,SKU-00436,Mock Product 436,Sports,3787.72,98
437,SKU-00437,Mock Product 437,Home & Garden,4389.45,816
438,SKU-00438,Mock Product 438,Clothing,3390.29,546
439,SKU-00439,Mock Product 439,Home & Garden,4256.54,808
440,SKU-00440,Mock Product 440,Electronics,4235.09,484
441,SKU-00441,Mock Product 441,Toys,4307.7,823
442,SKU-00442,Mock Product 442,Sports,1976.35,507
443,SKU-00443,Mock Product 443,Books,4944.73,110
444,SKU-00444,Mock Product 444,Toys,4232.65,361
445,SKU-00445,Mock Product 445,Electronics,4082.97,213
446,SKU-00446,Mock Product 446,Electronics,1003.7,18
447,SKU-00447,Mock Product 447,Home & Garden,1882.07,277
448,SKU-00448,Mock Product 448,Books,1305.83,201
449,SKU-00449,Mock Product 449,Books,530.54,135
450,SKU-00450,Mock Product 450,Clothing,420.78,509
451,SKU-00451,Mock Product 451,Toys,3672.78,614
452,SKU-00452,Mock Product 452,Toys,3867.18,689
453,SKU-00453,Mock Product 453,Groceries,4545.91,92
454,SKU-00454,Mock Product 454,Books,3532.11,860
455,SKU-00455,Mock Product 455,Electronics,3822.19,535
456,SKU-00456,Mock Product 456,Electronics,204.74,301
457,SKU-00457,Mock Product 457,Toys,580.66,559
458,SKU-00458,Mock Product 458,Electronics,2007.63,690
459,SKU-00459,Mock Product 459,Toys,2672.36,654
460,SKU-00460,Mock Product 460,Groceries,4443.01,702
461,SKU-00461,Mock Product 461,Home & Garden,3600.18,289
462,SKU-00462,Mock Product 462,Electronics,2829.04,224
463,SKU-00463,Mock Product 463,Clothing,2370.45,956
464,SKU-00464,Mock Product 464,Electronics,4246.39,327
465,SKU-00465,Mock Product 465,Books,3548.43,242
466,SKU-00466,Mock Product 466,Home & Garden,2193.4,879
467,SKU-00467,Mock Product 467,Books,3451.65,293
468,SKU-00468,Mock Product 468,Toys,2222.15,194
469,SKU-00469,Mock Product 469,Books,3409.35,998
470,SKU-00470,Mock Product 470,Home & Garden,2867.01,719
471,SKU-00471,Mock Product 471,Books,1914.7,245
472,SKU-00472,Mock Product 472,Sports,848.93,737
473,SKU-00473,Mock Product 473,Clothing,4766.17,505
474,SKU-00474,Mock Product 474,Clothing,2019.11,787
475,SKU-00475,Mock Product 475,Groceries,2104.97,32
476,SKU-00476,Mock Product 476,Electronics,480.09,681
477,SKU-00477,Mock Product 477,Sports,4760.62,16
478,SKU-00478,Mock Product 478,Toys,207.98,893
479,SKU-00479,Mock Product 479,Sports,1787.96,457
480,SKU-00480,Mock Product 480,Toys,2773.31,434
481,SKU-00481,Mock Product 481,Books,976.31,657
482,SKU-00482,Mock Product 482,Electronics,2685.86,544
483,SKU-00483,Mock Product 483,Toys,4941.39,973
484,SKU-00484,Mock Product 484,Clothing,2046.14,671
485,SKU-00485,Mock Product 485,Electronics,2848.42,738
486,SKU-00486,Mock Product 486,Home & Garden,499.57,639
487,SKU-00487,Mock Product 487,Books,4330.41,701
488,SKU-00488,Mock Product 488,Toys,1567.45,600
489,SKU-00489,Mock Product 489,Books,938.89,863
490,SKU-00490,Mock Product 490,Clothing,1644.97,836
